college_id,college_name,college_type,ownership,district,city,state,university,established_year,naac_grade,nirf_rank,autonomous,accreditation_score,total_students,total_faculty,campus_area_acres,courses_offered,hostel_available,website,status
COL1632,"Sanjivani Rural Education Society's Chhatrapati Sambhaji College of Education, Thane",Education (B.Ed/D.Ed),Government,Thane,Thane,Maharashtra,University of Mumbai,1933,A,,No,3.35,369,15,10.0,B.Ed; M.Ed,No,www.sanjivaniruraleducationsocie.org.in,Active
COL1633,"Jain Education Society's Chhatrapati Sambhaji Arts, Science and Commerce College, Thane","Arts, Science & Commerce",Private,Thane,Thane,Maharashtra,University of Mumbai,1978,B++,,No,3.05,2091,164,42.1,MA; MCom; BSc,No,www.jaineducationsocietyschhatra.ac.in,Active
COL1634,"Krantiveer Vasudeo Balwant Phadke College of Engineering, Amgaon",Engineering,Private,Gondia,Amgaon,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1993,B+,,No,2.82,3607,264,58.2,BE Civil Engineering; BE Computer Engineering; BE Electronics & Telecommunication; ME; BE Mechanical Engineering; BE Electrical Engineering,No,www.krantiveervasudeobalwantphad.ac.in,Active
COL1635,"Dr. Babasaheb Ambedkar College of Engineering, Chhatrapati Sambhajinagar",Engineering,Private,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1991,B++,,No,3.21,2528,118,70.1,ME; BE Civil Engineering; BE Mechanical Engineering; BE Computer Engineering; BE Electrical Engineering,Yes,www.drbabasahebambedkarcollegeof.org.in,Under NAAC Reassessment
COL1636,Government College of Engineering Amravati,Engineering,Government,Amravati,Amravati,Maharashtra,Sant Gadge Baba Amravati University,1908,A+,,No,3.51,1547,120,76.1,ME; BE Civil Engineering; BE Electronics & Telecommunication; BE Mechanical Engineering; BE Computer Engineering,No,www.governmentcollegeofengineeri.edu.in,Active
COL1637,"Rayat Shikshan Sanstha's Shankarrao Chavan Institute of Management Studies, Rajura",Management (MBA/BBA),Private,Chandrapur,Rajura,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1979,B++,,No,3.02,662,37,8.5,MBA; PGDM; BBA; MMS,No,www.rayatshikshansansthasshankar.org.in,Active
COL1638,Vile Parle College of Engineering,Engineering,Private,Mumbai Suburban,Vile Parle,Maharashtra,University of Mumbai,2014,A,,No,3.35,1985,107,52.4,BE Electronics & Telecommunication; BE Electrical Engineering; ME; BE Mechanical Engineering; BE Civil Engineering; BE Computer Engineering,Yes,www.vileparlecollegeofengineerin.ac.in,Active
COL1639,"Bharatiya Vidya Bhavan's Jyotirao Phule Mahavidyalaya, Mangrulpir",Arts,Deemed,Washim,Mangrulpir,Maharashtra,Bharatiya Vidya Bhavan's Jyotirao Phule Mahavidyalaya (Deemed to be University),2009,A,300,Yes,3.28,2138,128,10.0,BA Marathi; BA English,Yes,www.bharatiyavidyabhavansjyotira.ac.in,Active
COL1640,"Shikshan Prasarak Mandal's Krantiveer Vasudeo Balwant Phadke Arts, Science and Commerce College, Udgir","Arts, Science & Commerce",Private,Latur,Udgir,Maharashtra,Swami Ramanand Teerth Marathwada University,1979,B++,,No,3.23,3756,311,5.8,BA; MCom,No,www.shikshanprasarakmandalskrant.org.in,Active
COL1641,"Shri Sant Savata Mali Institute of Management Studies, Armori",Management (MBA/BBA),Private,Gadchiroli,Armori,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1985,A+,,No,3.72,538,26,16.8,BBA; PGDM; MBA; MMS,No,www.shrisantsavatamaliinstituteo.edu.in,Active
COL1642,"Rajarshi Shahu Arts College, Malegaon",Arts,Deemed,Washim,Malegaon,Maharashtra,Rajarshi Shahu Arts College (Deemed to be University),1981,A++,,Yes,3.89,1751,140,2.9,BA English; BA Marathi; BA History; MA,Yes,www.rajarshishahuartscollegemale.ac.in,Active
COL1643,"Adarsh College of Pharmacy, Ichalkaranji",Pharmacy,Autonomous,Kolhapur,Ichalkaranji,Maharashtra,"Shivaji University, Kolhapur",1982,A,,Yes,3.37,552,36,9.9,M.Pharm; D.Pharm,Yes,www.adarshcollegeofpharmacyichal.org.in,Active
COL1644,"Shikshan Prasarak Mandal's Sant Gadge Baba School of Architecture, Vasai",Architecture,Private,Palghar,Vasai,Maharashtra,University of Mumbai,2016,B,,No,2.74,256,15,8.9,M.Arch; B.Arch,Yes,www.shikshanprasarakmandalssantg.org.in,Active
COL1645,"Marathwada Shikshan Prasarak Mandal's Vinoba Bhave Institute of Pharmaceutical Sciences, Buldhana",Pharmacy,Government,Buldhana,Buldhana,Maharashtra,Sant Gadge Baba Amravati University,1859,A,,No,3.32,367,27,3.5,B.Pharm; D.Pharm; M.Pharm,No,www.marathwadashikshanprasarakma.org.in,Active
COL1646,"Sant Gadge Baba College of Engineering, Sawantwadi",Engineering,Private,Sindhudurg,Sawantwadi,Maharashtra,University of Mumbai,1995,B++,,No,3.07,1015,46,21.2,BE Electrical Engineering; BE Mechanical Engineering; BE Computer Engineering; ME; BE Electronics & Telecommunication; BE Civil Engineering,No,www.santgadgebabacollegeofengine.edu.in,Active
COL1647,Dahanu Commerce College,Commerce,Private,Palghar,Dahanu,Maharashtra,University of Mumbai,1981,B,,No,2.54,2778,150,5.3,BCom; MCom; BCom (Banking & Insurance); BCom (Accounting & Finance),No,www.dahanucommercecollege.ac.in,Active
COL1648,Hingoli College of Commerce,Commerce,Autonomous,Hingoli,Hingoli,Maharashtra,Swami Ramanand Teerth Marathwada University,1984,A++,,Yes,3.93,2565,115,6.2,BCom (Banking & Insurance); MCom,Yes,www.hingolicollegeofcommerce.ac.in,Active
COL1649,"Adarsh Shikshan Prasarak Mandal's Shri Sant Savata Mali Commerce College, Chiplun",Commerce,Autonomous,Ratnagiri,Chiplun,Maharashtra,University of Mumbai,1979,A++,,Yes,3.87,995,50,4.7,BCom; BCom (Accounting & Finance); MCom; BCom (Banking & Insurance),Yes,www.adarshshikshanprasarakmandal.ac.in,Active
COL1650,Georai B.Ed. College,Education (B.Ed/D.Ed),Government,Beed,Georai,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1861,A,,No,3.36,141,8,1.3,B.Ed; M.Ed,No,www.georaibedcollege.org.in,Active
COL1651,"Government College of Engineering and Technology, Achalpur",Engineering,Private,Amravati,Achalpur,Maharashtra,Sant Gadge Baba Amravati University,2007,B+,,Yes,2.78,2320,133,47.3,BE Computer Engineering; BE Civil Engineering; BE Mechanical Engineering; ME; BE Electronics & Telecommunication,Yes,www.governmentcollegeofengineeri.ac.in,Active
COL1652,"Government Arts College, Dharashiv",Arts,Autonomous,Dharashiv,Dharashiv,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1998,A,,Yes,3.31,847,46,6.9,MA; BA English; BA Marathi; BA History; BA Economics,Yes,www.governmentartscollegedharash.edu.in,Active
COL1653,"Lok Shikshan Sanstha's Kisan Veer Science College, Bhiwandi",Science,Autonomous,Thane,Bhiwandi,Maharashtra,University of Mumbai,1993,A+,,Yes,3.75,2393,99,12.9,BSc Physics; BSc Computer Science; MSc; BSc Chemistry; BSc Mathematics,Yes,www.lokshikshansansthaskisanveer.edu.in,Active
COL1654,"Krantiveer Vasudeo Balwant Phadke College of Science, Ulhasnagar",Science,Government,Thane,Ulhasnagar,Maharashtra,University of Mumbai,1882,A,,No,3.39,2325,98,7.2,BSc Mathematics; BSc Computer Science; BSc Chemistry; BSc Physics; MSc,No,www.krantiveervasudeobalwantphad.org.in,Active
COL1655,"Maratha Vidya Prasarak Samaj's Shahu Maharaj Commerce College, Khamgaon",Commerce,Deemed,Buldhana,Khamgaon,Maharashtra,Maratha Vidya Prasarak Samaj's Shahu Maharaj Commerce College (Deemed to be University),1996,A++,,Yes,3.82,2299,125,7.7,MCom; BCom (Banking & Insurance); BCom,Yes,www.marathavidyaprasaraksamajssh.ac.in,Active
COL1656,"Chhatrapati Sambhaji Institute of Pharmaceutical Sciences, Ratnagiri",Pharmacy,Deemed,Ratnagiri,Ratnagiri,Maharashtra,Chhatrapati Sambhaji Institute of Pharmaceutical Sciences (Deemed to be University),2004,A++,,Yes,3.87,951,53,11.5,D.Pharm; M.Pharm; B.Pharm,Yes,www.chhatrapatisambhajiinstitute.ac.in,Active
COL1657,"Government Mahavidyalaya, Kalamb","Arts, Science & Commerce",Private,Dharashiv,Kalamb,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1996,Not Accredited,,No,0.0,3493,161,23.5,MSc; BCom; BA; BSc,Yes,www.governmentmahavidyalayakalam.org.in,Active
COL1658,"Swami Vivekanand College of Law, Ichalkaranji",Law,Private,Kolhapur,Ichalkaranji,Maharashtra,"Shivaji University, Kolhapur",2012,B++,,No,3.14,1090,67,9.3,BA LLB; LLB; LLM,Yes,www.swamivivekanandcollegeoflawi.edu.in,Active
COL1659,"Sinhgad Technical Education Society's Vinoba Bhave School of Architecture, Taloda",Architecture,Private,Nandurbar,Taloda,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2020,C,,No,2.45,407,28,5.9,M.Arch; B.Arch,Yes,www.sinhgadtechnicaleducationsoc.ac.in,Active
COL1660,"Chhatrapati Shivaji Institute of Engineering and Technology, Ahmadpur",Engineering,Deemed,Latur,Ahmadpur,Maharashtra,Chhatrapati Shivaji Institute of Engineering and Technology (Deemed to be University),2005,A,282,Yes,3.37,5230,383,11.3,BE Computer Engineering; ME,Yes,www.chhatrapatishivajiinstituteo.ac.in,Active
COL1661,"Government Medical College and Hospital, Thane",Medical,Government,Thane,Thane,Maharashtra,University of Mumbai,1912,B++,,No,3.14,1483,72,32.7,MS; MBBS; MD,No,www.governmentmedicalcollegeandh.org.in,Active
COL1662,"Sant Gadge Baba Institute of Pharmaceutical Sciences, Kalyan",Pharmacy,Deemed,Thane,Kalyan,Maharashtra,Sant Gadge Baba Institute of Pharmaceutical Sciences (Deemed to be University),1963,A++,,Yes,3.93,1156,51,16.5,D.Pharm; M.Pharm,Yes,www.santgadgebabainstituteofphar.ac.in,Active
COL1663,"Progressive Education Society's Vitthalrao Vikhe Patil Institute of Management Studies, Balapur",Management (MBA/BBA),Private,Akola,Balapur,Maharashtra,Sant Gadge Baba Amravati University,2003,A,,No,3.49,795,62,13.1,MBA; PGDM; BBA,Yes,www.progressiveeducationsocietys.edu.in,Active
COL1664,"Government College of Engineering and Technology, Chhatrapati Sambhajinagar",Engineering,Autonomous,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2004,A+,,Yes,3.74,3584,258,44.3,BE Electrical Engineering; ME; BE Mechanical Engineering; BE Electronics & Telecommunication; BE Computer Engineering,No,www.governmentcollegeofengineeri.edu.in,Active
COL1665,"Nutan Vidya Prasarak Sanstha's Yashwantrao Chavan College of Engineering and Technology, Borivali",Engineering,Autonomous,Mumbai Suburban,Borivali,Maharashtra,University of Mumbai,1956,B,,Yes,2.7,2978,145,46.5,BE Mechanical Engineering; BE Electronics & Telecommunication; BE Civil Engineering; BE Electrical Engineering; BE Computer Engineering; ME,Yes,www.nutanvidyaprasaraksansthasya.ac.in,Active
COL1666,"Shahu Maharaj College of Engineering, Kalamnuri",Engineering,Autonomous,Hingoli,Kalamnuri,Maharashtra,Dr. Babasaheb Ambedkar Technological University,1978,A++,,Yes,3.83,4223,281,50.9,BE Civil Engineering; BE Electrical Engineering; ME; BE Electronics & Telecommunication,Yes,www.shahumaharajcollegeofenginee.ac.in,Active
COL1667,"Sane Guruji School of Business Management, Kurla",Management (MBA/BBA),Government,Mumbai Suburban,Kurla,Maharashtra,University of Mumbai,1952,B,,No,2.71,408,23,18.1,MMS; BBA,Yes,www.sanegurujischoolofbusinessma.edu.in,Active
COL1668,Sardar Patel College of Engineering,Engineering,Government,Mumbai Suburban,Mumbai,Maharashtra,University of Mumbai,1860,B++,,Yes,3.01,1176,51,69.9,ME; BE Electronics & Telecommunication; BE Mechanical Engineering; BE Civil Engineering,Yes,www.sardarpatelcollegeofengineer.ac.in,Active
COL1669,"Rajarshi Shahu Arts, Science and Commerce College, Andheri","Arts, Science & Commerce",Autonomous,Mumbai Suburban,Andheri,Maharashtra,University of Mumbai,1953,A++,126,Yes,3.8,3095,228,19.7,MSc; BSc; MA; BCom,Yes,www.rajarshishahuartsscienceandc.org.in,Active
COL1670,Rajarambapu Institute of Technology,Engineering,Private,Sangli,Sangli,Maharashtra,"Shivaji University, Kolhapur",1895,B++,,No,3.1,3104,148,47.3,BE Mechanical Engineering; BE Civil Engineering; BE Electronics & Telecommunication; ME; BE Computer Engineering,Yes,www.rajarambapuinstituteoftechno.ac.in,Active
COL1671,"Government Commerce College, Navapur",Commerce,Autonomous,Nandurbar,Navapur,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1980,A+,31,Yes,3.53,3117,215,1.2,MCom; BCom (Banking & Insurance); BCom,Yes,www.governmentcommercecollegenav.ac.in,Active
COL1672,"Shri Shivaji Education Society's Krantiveer Vasudeo Balwant Phadke College of Commerce, Kamptee",Commerce,Autonomous,Nagpur,Kamptee,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1993,A,,Yes,3.29,2318,111,1.2,BCom (Accounting & Finance); BCom (Banking & Insurance),Yes,www.shrishivajieducationsocietys.ac.in,Active
COL1673,"Sinhgad Technical Education Society's Dr. Babasaheb Ambedkar Medical College and Hospital, Ulhasnagar",Medical,Government,Thane,Ulhasnagar,Maharashtra,"Maharashtra University of Health Sciences, Nashik",1943,A,294,No,3.37,865,57,113.0,MS; MD,Yes,www.sinhgadtechnicaleducationsoc.edu.in,Active
COL1674,"Vidya Pratishthan's Dnyaneshwar Mahavidyalaya, Akkalkot","Arts, Science & Commerce",Autonomous,Solapur,Akkalkot,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,1971,A++,,Yes,3.91,2412,169,18.7,BA; MCom; MSc; MA; BCom; BSc,Yes,www.vidyapratishthansdnyaneshwar.ac.in,Under NAAC Reassessment
COL1675,"Chhatrapati Sambhaji Arts, Science and Commerce College, Nandurbar","Arts, Science & Commerce",Deemed,Nandurbar,Nandurbar,Maharashtra,Chhatrapati Sambhaji Arts (Deemed to be University),2006,A+,,Yes,3.74,2846,131,32.8,MCom; MSc; MA; BCom; BA; BSc,Yes,www.chhatrapatisambhajiartsscien.ac.in,Active
COL1676,"Progressive Education Society's Tukaram B.Ed. College, Chandur",Education (B.Ed/D.Ed),Autonomous,Amravati,Chandur,Maharashtra,Sant Gadge Baba Amravati University,1952,A+,,Yes,3.62,128,9,4.3,D.Ed; M.Ed; B.Ed,No,www.progressiveeducationsocietys.ac.in,Active
COL1677,Yeshwant Mahavidyalaya,"Arts, Science & Commerce",Private,Nanded,Nanded,Maharashtra,Swami Ramanand Teerth Marathwada University,1899,A,191,No,3.45,3823,229,30.9,BA; BSc; BCom; MCom; MSc,No,www.yeshwantmahavidyalaya.ac.in,Active
COL1678,"Vitthalrao Vikhe Patil College of Law, Pauni",Law,Private,Bhandara,Pauni,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2017,A,,No,3.29,404,17,11.2,LLB; BA LLB,Yes,www.vitthalraovikhepatilcollegeo.org.in,Active
COL1679,"Jain Education Society's Padmashri Vikhe Patil Mahavidyalaya, Kalamb","Arts, Science & Commerce",Private,Dharashiv,Kalamb,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2017,A,,No,3.31,2699,221,26.3,BSc; MSc; BA; MA; BCom,Yes,www.jaineducationsocietyspadmash.ac.in,Active
COL1680,"New Model College of Commerce, Phaltan",Commerce,Private,Satara,Phaltan,Maharashtra,"Shivaji University, Kolhapur",2015,B,,No,2.57,1535,68,8.1,BCom (Banking & Insurance); MCom; BCom (Accounting & Finance),No,www.newmodelcollegeofcommercepha.ac.in,Active
COL1681,"Kisan Veer Polytechnic, Ahmadpur",Polytechnic,Government,Latur,Ahmadpur,Maharashtra,Swami Ramanand Teerth Marathwada University,1907,B++,,No,3.16,752,48,15.1,Diploma in Civil Engineering; Diploma in Computer Engineering; Diploma in Mechanical Engineering,No,www.kisanveerpolytechnicahmadpur.ac.in,Active
COL1682,"Lok Shikshan Sanstha's Shri Sant Savata Mali College of Education, Arvi",Education (B.Ed/D.Ed),Private,Wardha,Arvi,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2017,B+,,Yes,2.98,182,9,8.9,B.Ed; M.Ed,No,www.lokshikshansansthasshrisants.org.in,Active
COL1683,"New Model College of Education, Chandur",Education (B.Ed/D.Ed),Autonomous,Amravati,Chandur,Maharashtra,Sant Gadge Baba Amravati University,1994,A+,98,Yes,3.69,155,8,7.7,B.Ed; M.Ed; D.Ed,Yes,www.newmodelcollegeofeducationch.org.in,Active
COL1684,"Kai. Shankarrao Patil Education Society's Chhatrapati Shivaji Science College, Hingoli",Science,Private,Hingoli,Hingoli,Maharashtra,Swami Ramanand Teerth Marathwada University,2002,B++,,No,3.15,2070,161,17.0,BSc Computer Science; MSc; BSc Chemistry; BSc Mathematics; BSc Physics,No,www.kaishankarraopatileducations.org.in,Active
COL1685,"Government Mahavidyalaya, Kagal","Arts, Science & Commerce",Private,Kolhapur,Kagal,Maharashtra,"Shivaji University, Kolhapur",1992,B,,No,2.54,4631,263,18.1,BA; BCom; BSc; MSc; MCom; MA,Yes,www.governmentmahavidyalayakagal.org.in,Active
COL1686,"Lokmanya Tilak Institute of Pharmaceutical Sciences, Kudal",Pharmacy,Autonomous,Sindhudurg,Kudal,Maharashtra,University of Mumbai,1967,A++,297,Yes,3.79,305,22,18.7,B.Pharm; M.Pharm,Yes,www.lokmanyatilakinstituteofphar.ac.in,Active
COL1687,"Karmaveer Bhaurao Patil Institute of Pharmaceutical Sciences, Gadhinglaj",Pharmacy,Government,Kolhapur,Gadhinglaj,Maharashtra,"Shivaji University, Kolhapur",1872,B+,,No,2.99,391,20,8.0,M.Pharm; B.Pharm,No,www.karmaveerbhauraopatilinstitu.edu.in,Active
COL1688,"Government College of Law, Dadar",Law,Government,Mumbai City,Dadar,Maharashtra,University of Mumbai,1974,A,,No,3.33,290,22,9.3,LLM; BA LLB,No,www.governmentcollegeoflawdadar.org.in,Active
COL1689,"Lokmanya Tilak Mahavidyalaya, Solapur","Arts, Science & Commerce",Private,Solapur,Solapur,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,2013,Not Accredited,,No,0.0,3144,251,40.0,MSc; BA,Yes,www.lokmanyatilakmahavidyalayaso.org.in,Active
COL1690,Solapur Commerce College,Commerce,Private,Solapur,Solapur,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,2011,A,,No,3.33,1190,77,3.4,BCom (Banking & Insurance); BCom; MCom,Yes,www.solapurcommercecollege.edu.in,Active
COL1691,"Government Mahavidyalaya, Kalyan",Arts,Private,Thane,Kalyan,Maharashtra,University of Mumbai,2006,A,,No,3.39,1827,150,5.5,MA; BA Marathi,Yes,www.governmentmahavidyalayakalya.org.in,Active
COL1692,"Jain Education Society's Balasaheb Desai College of Science, Partur",Science,Private,Jalna,Partur,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2002,A++,,No,3.83,565,34,8.9,BSc Physics; BSc Mathematics; MSc; BSc Computer Science,Yes,www.jaineducationsocietysbalasah.org.in,Active
COL1693,"Vidya Pratishthan's Sant Gadge Baba Arts, Science and Commerce College, Islampur","Arts, Science & Commerce",Private,Sangli,Islampur,Maharashtra,"Shivaji University, Kolhapur",1976,Not Accredited,,No,0.0,5221,304,23.3,MA; BSc; BCom,Yes,www.vidyapratishthanssantgadgeba.edu.in,Active
COL1694,"Bharatiya Vidya Bhavan's Bhausaheb Hire College of Agriculture, Bhiwandi",Agriculture,Private,Thane,Bhiwandi,Maharashtra,"Vasantrao Naik Marathwada Krishi Vidyapeeth, Parbhani",1991,C,,Yes,2.1,323,17,195.0,M.Sc Agriculture; B.Sc Agriculture,Yes,www.bharatiyavidyabhavansbhausah.ac.in,Active
COL1695,"Government Arts, Science and Commerce College, Nilanga","Arts, Science & Commerce",Autonomous,Latur,Nilanga,Maharashtra,Swami Ramanand Teerth Marathwada University,1991,A+,,Yes,3.73,3826,192,36.0,BCom; BA; MCom,No,www.governmentartsscienceandcomm.edu.in,Active
COL1696,"Vitthalrao Vikhe Patil Mahavidyalaya, Chalisgaon",Arts,Government,Jalgaon,Chalisgaon,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1881,A,,No,3.29,931,43,13.9,BA English; BA History; BA Marathi; MA,No,www.vitthalraovikhepatilmahavidy.edu.in,Active
COL1697,"Government College of Science, Udgir",Science,Private,Latur,Udgir,Maharashtra,Swami Ramanand Teerth Marathwada University,1992,B+,,No,2.81,878,46,11.6,BSc Computer Science; BSc Chemistry,No,www.governmentcollegeofscienceud.edu.in,Active
COL1698,"Balasaheb Desai Arts College, Fort",Arts,Government,Mumbai City,Fort,Maharashtra,University of Mumbai,1946,A+,,No,3.52,754,35,11.7,BA English; BA Economics; MA; BA Marathi; BA History,Yes,www.balasahebdesaiartscollegefor.ac.in,Active
COL1699,"Balasaheb Thackeray Arts, Science and Commerce College, Fort","Arts, Science & Commerce",Private,Mumbai City,Fort,Maharashtra,University of Mumbai,1988,B++,,No,3.18,5249,236,18.7,MCom; MA; BSc; MSc; BCom; BA,Yes,www.balasahebthackerayartsscienc.edu.in,Active
COL1700,Seth Gordhandas Sunderdas Medical College,Medical,Government,Mumbai City,Mumbai,Maharashtra,University of Mumbai,1924,A,131,Yes,3.48,980,76,22.1,MS; MBBS,No,www.sethgordhandassunderdasmedic.edu.in,Active
COL1701,"Kisan Veer Polytechnic, Beed",Polytechnic,Autonomous,Beed,Beed,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1977,A+,,Yes,3.56,1662,106,8.6,Diploma in Computer Engineering; Diploma in Mechanical Engineering; Diploma in Civil Engineering,Yes,www.kisanveerpolytechnicbeed.ac.in,Active
COL1702,"Vinoba Bhave Institute of Management Studies, Ratnagiri",Management (MBA/BBA),Private,Ratnagiri,Ratnagiri,Maharashtra,University of Mumbai,1989,B+,,No,2.85,638,46,17.2,PGDM; MBA; BBA,Yes,www.vinobabhaveinstituteofmanage.org.in,Active
